1000,59.45205479452055
2000,63.97260273972603
3000,56.02739726027397
4000,49.86301369863014
5000,58.21917808219178
6000,49.86301369863014
7000,58.76712328767123
8000,76.43835616438356
9000,73.56164383561644
10000,72.87671232876713
11000,35.89041095890411
12000,2.6027397260273974
13000,0.273972602739726
14000,0.0
15000,0.0
16000,0.0
17000,0.0
18000,0.0
19000,0.0
20000,0.0
21000,0.0
22000,2.73972602739726
23000,110.82191780821917
24000,112.1917808219178
25000,112.87671232876713
26000,111.64383561643835
27000,111.78082191780823
28000,111.78082191780823
29000,113.2876712328767
30000,109.04109589041096
31000,107.80821917808218
32000,115.06849315068493
33000,114.24657534246576
34000,111.64383561643835
35000,110.00000000000001
36000,112.05479452054794
37000,107.12328767123287
38000,113.2876712328767
39000,98.21917808219179
40000,26.027397260273972
41000,44.24657534246575
42000,57.67123287671233
43000,75.89041095890411
44000,76.71232876712328
45000,68.9041095890411
46000,58.35616438356165
47000,40.0
48000,37.397260273972606
49000,35.205479452054796
50000,24.794520547945208
51000,24.52054794520548
52000,22.328767123287673
53000,19.726027397260275
54000,23.013698630136986
55000,32.87671232876712
56000,33.15068493150685
57000,40.41095890410959
58000,42.6027397260274
59000,28.08219178082192
60000,53.97260273972603
61000,46.57534246575342
62000,11.232876712328768
63000,29.45205479452055
64000,54.24657534246575
65000,74.52054794520548
66000,44.794520547945204
67000,42.054794520547944
68000,13.013698630136986
69000,46.986301369863014
70000,52.73972602739726
71000,88.4931506849315
72000,53.28767123287671
73000,22.876712328767123
74000,17.397260273972602
74588,24.10958904109589
